id,not_before,not_after,longitude,latitude,type_of_monument,country,text_edition,type_of_monument_clean,type_of_inscription_clean,country_clean,clean_text_interpretive_word,clean_text_interpretive_word_lowercase,clean_text_interpretive_sentence,form_dis_manibus
HD029545,0101,0200,-4.2747,37.4442,altar,Spain,Dis Manibus sacrum  Marcus Urbicius Rusticus Ipolcobulculensis annorum XXXX hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Marcus Urbicius Rusticus Ipolcobulculensis annorum XXXX hic situs est sit tibi terra levis,dis manibus sacrum marcus urbicius rusticus ipolcobulculensis annorum xxxx hic situs est sit tibi terra levis,Dis Manibus sacrum Marcus Urbicius Rusticus Ipolcobulculensis annorum XXXX hic situs est sit tibi terra levis,dis manibus sacrum
HD029552,0151,0250,-3.7833,37.7667,altar,Spain,Dis Manibus sacrum Marcus M Venustus sevir nnorum XXII ,altar,epitaph,Spain,Dis Manibus sacrum Marcus M Venustus sevir annorum XXII,dis manibus sacrum marcus m venustus sevir annorum xxii,Dis Manibus sacrum Marcus M Venustus sevir annorum XXII,dis manibus sacrum
HD029554,0171,0230,-4.1952,37.4381,tabula,Spain,Dis Manibus sacrum Terentio Haple coniunx et Raucus filius vixit annos XXXpius in suis hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Terentio Haple coniunx et Raucus filius vixit annos XXX pius in suis hic situs est sit tibi terra levis,dis manibus sacrum terentio haple coniunx et raucus filius vixit annos xxx pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Terentio Haple coniunx et Raucus filius vixit annos XXX pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD029566,0171,0230,-4.2734,37.443600000000004,tabula,Spain,Dis Manibus sacrum Luc annorum LX? pi- in suis hic sit- est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Luc annorum LX pi in suis hic sit est sit tibi terra levis,dis manibus sacrum luc annorum lx pi in suis hic sit est sit tibi terra levis,Dis Manibus sacrum Luc annorum LX pi in suis hic sit est sit tibi terra levis,dis manibus sacrum
HD029573,0151,0250,-3.7833,37.7667,altar,Spain,Dis Manibus sacrum  Valerius Attictus Aurgitanus sevir annorum LXV pius in suis sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Valerius Attictus Aurgitanus sevir annorum LXV pius in suis sit tibi terra levis,dis manibus sacrum valerius attictus aurgitanus sevir annorum lxv pius in suis sit tibi terra levis,Dis Manibus sacrum Valerius Attictus Aurgitanus sevir annorum LXV pius in suis sit tibi terra levis,dis manibus sacrum
HD029596,0301,0500,-4.3675,37.3266,altar,Spain,                CSTVRGI  GATP annorum LXIII pi- in suis hic est sit tibi terra levis Dis Manibus sacrum,altar,epitaph,Spain,CSTVRGI GATP annorum LXIII pi in suis hic est sit tibi terra levis Dis Manibus sacrum,cstvrgi gatp annorum lxiii pi in suis hic est sit tibi terra levis dis manibus sacrum,CSTVRGI GATP annorum LXIII pi in suis hic est sit tibi terra levis Dis Manibus sacrum,dis manibus sacrum
HD029603,0151,0250,-3.6927,37.7416,altar,Spain,Dis Manibus sacrum Valeria Nice uxor Cornelio Firmano marito nnum LXI pius in suis hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Valeria Nice uxor Cornelio Firmano marito annorum LXI pius in suis hic situs est sit tibi terra levis,dis manibus sacrum valeria nice uxor cornelio firmano marito annorum lxi pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Valeria Nice uxor Cornelio Firmano marito annorum LXI pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD029624,0051,0150,-3.6927,37.7416,stele,Spain,Dis Manibus sacrum L P annorum XXXXIIII latum pedes XXXX             ,stele,epitaph,Spain,Dis Manibus sacrum L P annorum XXXXIIII latum pedes XXXX,dis manibus sacrum l p annorum xxxxiiii latum pedes xxxx,Dis Manibus sacrum L P annorum XXXXIIII latum pedes XXXX,dis manibus sacrum
HD029638,0171,0230,-4.4259,37.4744,stele,Spain,Dis Manibus sacrum Secunda annorum XXV pia in suis hic sita est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Secunda annorum XXV pia in suis hic sita est sit tibi terra levis,dis manibus sacrum secunda annorum xxv pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Secunda annorum XXV pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD029698,0101,0200,-4.4806,37.6912,stele,Spain,Dis Manibus sacrum  Aticius Mascellio annorum VI mensium VII dierum V pius in suis hic situs est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Aticius Mascellio annorum VI mensium VII dierum V pius in suis hic situs est sit tibi terra levis,dis manibus sacrum aticius mascellio annorum vi mensium vii dierum v pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Aticius Mascellio annorum VI mensium VII dierum V pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD029747,0171,0200,-5.6806,38.2641,altar,Spain,Dis Manibus sacrum Victor servus nnorum XXI mensium IIII pius in suis hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Victor servus annorum XXI mensium IIII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum victor servus annorum xxi mensium iiii pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Victor servus annorum XXI mensium IIII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD029824,0171,0230,-4.5537,37.6793,tabula,Spain,Dis Manibus sacrum Caius Lucretius Fronto Fabianus decurio Ucubitanorum nnum XVIIII pius in suis hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Caius Lucretius Fronto Fabianus decurio Ucubitanorum annorum XVIIII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum caius lucretius fronto fabianus decurio ucubitanorum annorum xviiii pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Caius Lucretius Fronto Fabianus decurio Ucubitanorum annorum XVIIII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD029828,0101,0200,-5.6723,38.746,NA,Spain,Dis Manibus sacrum Lutetia SAELIENSI ,NULL,epitaph,Spain,Dis Manibus sacrum Lutetia SAELIENSI,dis manibus sacrum lutetia saeliensi,Dis Manibus sacrum Lutetia SAELIENSI,dis manibus sacrum
HD029839,0151,0200,-4.5537,37.6793,tabula?,Spain,Dis Manibus sacrum Lucius P Celerinus Ipolcobulculensis nnorum LXXXI pius in suis hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Lucius P Celerinus Ipolcobulculensis annorum LXXXI pius in suis hic situs est sit tibi terra levis,dis manibus sacrum lucius p celerinus ipolcobulculensis annorum lxxxi pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Lucius P Celerinus Ipolcobulculensis annorum LXXXI pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD029848,0201,0300,-4.5537,37.6793,altar,Spain,Dis Manibus sacrum Valerius Protervus -II AIAES  hic situs est V  ]             ,altar,epitaph,Spain,Dis Manibus sacrum Valerius Protervus II AIAES hic situs est V,dis manibus sacrum valerius protervus ii aiaes hic situs est v,Dis Manibus sacrum Valerius Protervus II AIAES hic situs est V,dis manibus sacrum
HD029857,NA,NA,-4.5537,37.6793,statue base,Spain, IN -IRVIIHIIPS     D D  M I VI F I             ,statue base,honorific inscription,Spain,IN IRVIIHIIPS D D M I VI F I,in irviihiips d d m i vi f i,IN IRVIIHIIPS D D M I VI F I,d m
HD029876,0151,0200,-3.7833,37.7667,altar,Spain,Dis Manibus sacrum Marcus Fabius Probus Aurgitanus flamen municipii Flavii Aurgitani pontifex perpetuus Div August- nnorum XXXVIII pius in suos hic situs est sit tibi terra levis             ,altar,epitaph,Spain,Dis Manibus sacrum Marcus Fabius Probus Aurgitanus flamen municipii Flavii Aurgitani pontifex perpetuus Div August annorum XXXVIII pius in suos hic situs est sit tibi terra levis,dis manibus sacrum marcus fabius probus aurgitanus flamen municipii flavii aurgitani pontifex perpetuus div august annorum xxxviii pius in suos hic situs est sit tibi terra levis,Dis Manibus sacrum Marcus Fabius Probus Aurgitanus flamen municipii Flavii Aurgitani pontifex perpetuus Div August annorum XXXVIII pius in suos hic situs est sit tibi terra levis,dis manibus sacrum
HD029882,0101,0200,-5.6606,38.6513,NA,Spain,Dis Manibus sacrum Bonosa Cai filia Procula nnum XXXVIII hic sita est sit tibi terra levis Fabia Bonosa mater de sua pecunia faciendum curavit,NULL,epitaph,Spain,Dis Manibus sacrum Bonosa Cai filia Procula annorum XXXVIII hic sita est sit tibi terra levis Fabia Bonosa mater de sua pecunia faciendum curavit,dis manibus sacrum bonosa cai filia procula annorum xxxviii hic sita est sit tibi terra levis fabia bonosa mater de sua pecunia faciendum curavit,Dis Manibus sacrum Bonosa Cai filia Procula annorum XXXVIII hic sita est sit tibi terra levis Fabia Bonosa mater de sua pecunia faciendum curavit,dis manibus sacrum
HD029939,0101,0200,-5.7252,38.9069,NA,Spain,Dis Manibus sacrum Cantia Celtibera Emeritensis annorum XXXV Lucius V I uxori suae posuit de suo hic sita est sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Cantia Celtibera Emeritensis annorum XXXV Lucius V I uxori suae posuit de suo hic sita est sit tibi terra levis,dis manibus sacrum cantia celtibera emeritensis annorum xxxv lucius v i uxori suae posuit de suo hic sita est sit tibi terra levis,Dis Manibus sacrum Cantia Celtibera Emeritensis annorum XXXV Lucius V I uxori suae posuit de suo hic sita est sit tibi terra levis,dis manibus sacrum
HD029980,0201,0230,-4.5729,37.7552,tabula,Spain,Dis Manibus sacrum Mercurialis  VI ]  Dis Manibus sacrum oloche XXXVI coniunx ]             ,tabula,epitaph,Spain,Dis Manibus sacrum Mercurialis VI Dis Manibus sacrum oloche XXXVI coniunx,dis manibus sacrum mercurialis vi dis manibus sacrum oloche xxxvi coniunx,Dis Manibus sacrum Mercurialis VI Dis Manibus sacrum oloche XXXVI coniunx,dis manibus sacrum
HD029984,0171,0300,-5.9536,38.2032,altar,Spain,Dis Manibus sacrum Privatus dispensator et verna Augusti hic iacet cum suo alumno Praesenti de suo peculio             ,altar,epitaph,Spain,Dis Manibus sacrum Privatus dispensator et verna Augusti hic iacet cum suo alumno Praesenti de suo peculio,dis manibus sacrum privatus dispensator et verna augusti hic iacet cum suo alumno praesenti de suo peculio,Dis Manibus sacrum Privatus dispensator et verna Augusti hic iacet cum suo alumno Praesenti de suo peculio,dis manibus sacrum
HD030011,0101,0200,-5.9536,38.2032,tabula,Spain,Dis Manibus sacrum Calpurnius - f(ilius) Varus annorum XLV Calpurnia Vari filia  annorum LXV hic siti sunt sit vobis terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Calpurnius filius Varus annorum XLV Calpurnia Vari filia annorum LXV hic siti sunt sit vobis terra levis,dis manibus sacrum calpurnius filius varus annorum xlv calpurnia vari filia annorum lxv hic siti sunt sit vobis terra levis,Dis Manibus sacrum Calpurnius filius Varus annorum XLV Calpurnia Vari filia annorum LXV hic siti sunt sit vobis terra levis,dis manibus sacrum
HD030014,0101,0200,-5.95,38.1833,NA,Spain,Dis Manibus sacrum Lucius Cornelius Cornelianus annorum XXXVI hic situs est sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Lucius Cornelius Cornelianus annorum XXXVI hic situs est sit tibi terra levis,dis manibus sacrum lucius cornelius cornelianus annorum xxxvi hic situs est sit tibi terra levis,Dis Manibus sacrum Lucius Cornelius Cornelianus annorum XXXVI hic situs est sit tibi terra levis,dis manibus sacrum
HD030020,0101,0200,-5.95,38.1833,NA,Spain,Dis Manibus sacrum Caius Iunius Albanus annorum XXX mater pia faciendum curavit hic situs est sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Caius Iunius Albanus annorum XXX mater pia faciendum curavit hic situs est sit tibi terra levis,dis manibus sacrum caius iunius albanus annorum xxx mater pia faciendum curavit hic situs est sit tibi terra levis,Dis Manibus sacrum Caius Iunius Albanus annorum XXX mater pia faciendum curavit hic situs est sit tibi terra levis,dis manibus sacrum
HD030023,0151,0200,-5.9536,38.2032,tabula,Spain,Dis Manibus sacrum Marcia Tycae sic nnorum LV hic sita est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Marcia Tycae annorum LV hic sita est sit tibi terra levis,dis manibus sacrum marcia tycae annorum lv hic sita est sit tibi terra levis,Dis Manibus sacrum Marcia Tycae annorum LV hic sita est sit tibi terra levis,dis manibus sacrum
HD030026,0101,0200,-5.9536,38.2032,NA,Spain,Dis Manibus sacrum Lucius Terentius Luci Terenti  ,NULL,epitaph,Spain,Dis Manibus sacrum Lucius Terentius Luci Terenti,dis manibus sacrum lucius terentius luci terenti,Dis Manibus sacrum Lucius Terentius Luci Terenti,dis manibus sacrum
HD030041,0171,0200,-6.0162,38.239,altar,Spain,Dis Manibus sacrum,altar,epitaph,Spain,Dis Manibus sacrum,dis manibus sacrum,Dis Manibus sacrum,dis manibus sacrum
HD030074,0101,0200,-5.8296,38.2864,tabula,Spain,Dis Manibus sacrum Dasumius Eros annorum XXX hic situs est te rogo praeteriens dicas sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Dasumius Eros annorum XXX hic situs est te rogo praeteriens dicas sit tibi terra levis,dis manibus sacrum dasumius eros annorum xxx hic situs est te rogo praeteriens dicas sit tibi terra levis,Dis Manibus sacrum Dasumius Eros annorum XXX hic situs est te rogo praeteriens dicas sit tibi terra levis,dis manibus sacrum
HD030164,0171,0200,-4.6989,37.6487,tabula,Spain,Dis Manibus sacrum Patricia ,tabula,epitaph,Spain,Dis Manibus sacrum Patricia,dis manibus sacrum patricia,Dis Manibus sacrum Patricia,dis manibus sacrum
HD030173,0171,0230,-4.7412,37.6091,tabula,Spain,Dis Manibus sacrum Octavia nnorum XXXX pia in suis hic sita est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Octavia annorum XXXX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum octavia annorum xxxx pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Octavia annorum XXXX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD030185,0151,0200,-4.8532,37.6834,altar,Spain,Dis Manibus sacrum Servilius Felicissimus A XXX ,altar,epitaph,Spain,Dis Manibus sacrum Servilius Felicissimus A XXX,dis manibus sacrum servilius felicissimus a xxx,Dis Manibus sacrum Servilius Felicissimus A XXX,dis manibus sacrum
HD030194,0171,0230,-4.638,37.5863,tabula,Spain,Dis Manibus sacrum Ia TVA ,tabula,epitaph,Spain,Dis Manibus sacrum Ia TVA,dis manibus sacrum ia tva,Dis Manibus sacrum Ia TVA,dis manibus sacrum
HD030221,0101,0200,-4.6373,37.5877,tabula,Spain,Dis Manibus sacrum FOR     pi in suis hic sit- est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum FOR pi in suis hic sit est sit tibi terra levis,dis manibus sacrum for pi in suis hic sit est sit tibi terra levis,Dis Manibus sacrum FOR pi in suis hic sit est sit tibi terra levis,dis manibus sacrum
HD030224,0201,0300,-4.637,37.59,tabula,Spain,Dis Manibus sacrum Lucius Naevius Augusta Pr lis annorum procur Amatus actor pius in suis hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Lucius Naevius Augusta Pr lis annorum procur Amatus actor pius in suis hic situs est sit tibi terra levis,dis manibus sacrum lucius naevius augusta pr lis annorum procur amatus actor pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Lucius Naevius Augusta Pr lis annorum procur Amatus actor pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD030227,0101,0200,-4.637,37.59,tabula,Spain,Dis Manibus sacrum NECAN VS IC N C nnorum XXV pius in suis H S hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum NECAN VS IC N C annorum XXV pius in suis H S hic situs est sit tibi terra levis,dis manibus sacrum necan vs ic n c annorum xxv pius in suis h s hic situs est sit tibi terra levis,Dis Manibus sacrum NECAN VS IC N C annorum XXV pius in suis H S hic situs est sit tibi terra levis,dis manibus sacrum
HD030230,0101,0200,-4.637,37.59,tabula?,Spain,Dis Manibus sacrum Quinti Publii ,tabula,epitaph,Spain,Dis Manibus sacrum Quinti Publii,dis manibus sacrum quinti publii,Dis Manibus sacrum Quinti Publii,dis manibus sacrum
HD030233,0101,0200,-4.637,37.59,NA,Spain,Dis Manibus sacrum Valeria da annorum ,NULL,epitaph,Spain,Dis Manibus sacrum Valeria da annorum,dis manibus sacrum valeria da annorum,Dis Manibus sacrum Valeria da annorum,dis manibus sacrum
HD030290,0201,0300,-4.6373,37.5877,tabula,Spain,Dis Manibus sacrum Firmanus annorum XXXXVIIII pius in suis sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Firmanus annorum XXXXVIIII pius in suis sit tibi terra levis,dis manibus sacrum firmanus annorum xxxxviiii pius in suis sit tibi terra levis,Dis Manibus sacrum Firmanus annorum XXXXVIIII pius in suis sit tibi terra levis,dis manibus sacrum
HD030293,0101,0230,-4.6373,37.5877,tabula,Spain,Dis Manibus sacrum Phile annorum XXIIII mensium II dierum XX pia in suis hic sita sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Phile annorum XXIIII mensium II dierum XX pia in suis hic sita sit tibi terra levis,dis manibus sacrum phile annorum xxiiii mensium ii dierum xx pia in suis hic sita sit tibi terra levis,Dis Manibus sacrum Phile annorum XXIIII mensium II dierum XX pia in suis hic sita sit tibi terra levis,dis manibus sacrum
HD030302,0201,0300,-4.6373,37.5877,tabula,Spain,Dis Manibus sacrum Felix anima bona pius in suis  ,tabula,epitaph,Spain,Dis Manibus sacrum Felix anima bona pius in suis,dis manibus sacrum felix anima bona pius in suis,Dis Manibus sacrum Felix anima bona pius in suis,dis manibus sacrum
HD030311,0101,0200,-4.637,37.59,NA,Spain,Dis Manibus sacrum Gaius Accius Balbinus pius in suis annorum XVIII mensium IV dierum XXII H S hic situs est sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Gaius Accius Balbinus pius in suis annorum XVIII mensium IV dierum XXII H S hic situs est sit tibi terra levis,dis manibus sacrum gaius accius balbinus pius in suis annorum xviii mensium iv dierum xxii h s hic situs est sit tibi terra levis,Dis Manibus sacrum Gaius Accius Balbinus pius in suis annorum XVIII mensium IV dierum XXII H S hic situs est sit tibi terra levis,dis manibus sacrum
HD030314,0101,0200,-4.637,37.59,tabula,Spain,Dis Manibus sacrum s Parfus  pius  hic sit- est,tabula,epitaph,Spain,Dis Manibus sacrum s Par fus pius hic sit est,dis manibus sacrum s par fus pius hic sit est,Dis Manibus sacrum s Par fus pius hic sit est,dis manibus sacrum
HD030341,0151,0200,-4.6373,37.5877,tabula,Spain,Dis Manibus sacrum lis ,tabula,epitaph,Spain,Dis Manibus sacrum lis,dis manibus sacrum lis,Dis Manibus sacrum lis,dis manibus sacrum
HD030359,0101,0200,-4.6572,37.5148,NA,Spain,Dis Manibus sacrum Cornelia  BRITAOCC PAT ann LXXIII ,NULL,epitaph,Spain,Dis Manibus sacrum Cornelia BRITA OCC PAT ann LXXIII,dis manibus sacrum cornelia brita occ pat ann lxxiii,Dis Manibus sacrum Cornelia BRITA OCC PAT ann LXXIII,dis manibus sacrum
HD030362,0101,0200,-4.6582,37.5195,NA,Spain,Dis Manibus sacrum Lucius Cornelius Gallus pater nnrum LIII et=IF#et#IF Sempronia Luci filia Semproniana nnum XXXXIIII Ipagrenses pii in suis hic siti sunt sit vobis terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Lucius Cornelius Gallus pater annorum LIII etF Sempronia Luci filia Semproniana annorum XXXXIIII Ipagrenses pii in suis hic siti sunt sit vobis terra levis,dis manibus sacrum lucius cornelius gallus pater annorum liii etf sempronia luci filia semproniana annorum xxxxiiii ipagrenses pii in suis hic siti sunt sit vobis terra levis,Dis Manibus sacrum Lucius Cornelius Gallus pater annorum LIII etF Sempronia Luci filia Semproniana annorum XXXXIIII Ipagrenses pii in suis hic siti sunt sit vobis terra levis,dis manibus sacrum
HD030365,0171,0230,-4.6572,37.5148,tabula,Spain,Dis Manibus sacrum  Etrilius  ,tabula,epitaph,Spain,Dis Manibus sacrum Etrilius,dis manibus sacrum etrilius,Dis Manibus sacrum Etrilius,dis manibus sacrum
HD030392,0171,0230,-4.656,37.515,tabula,Spain,Dis Manibus sacrum Allius Veteranus nnorum LX pius in suis hic situs est sit tibi terrPa#terra#TERPA levis             ,tabula,epitaph,Spain,Dis Manibus sacrum Allius Veteranus annorum LX pius in suis hic situs est sit tibi terra levis,dis manibus sacrum allius veteranus annorum lx pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Allius Veteranus annorum LX pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD030404,0171,0230,-4.656,37.515,stele,Spain,Dis Manibus sacrum Felicla serva nni I mensum VIIII pia in suis hic sita est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Felicla serva anni I mensum VIIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum felicla serva anni i mensum viiii pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Felicla serva anni I mensum VIIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD030407,0171,0230,-4.656,37.515,stele,Spain,Dis Manibus sacrum Sura serva nnrum XXX pia in suis hic sita est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Sura serva annorum XXX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum sura serva annorum xxx pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Sura serva annorum XXX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD030416,0171,0230,-4.656,37.515,stele?,Spain,Dis Manibus sacrum Firmian- annorum XX pi- in suis hic sit- est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Firmian annorum XX pi in suis hic sit est sit tibi terra levis,dis manibus sacrum firmian annorum xx pi in suis hic sit est sit tibi terra levis,Dis Manibus sacrum Firmian annorum XX pi in suis hic sit est sit tibi terra levis,dis manibus sacrum
HD030503,0131,0170,-3.6067,37.1882,tabula,Spain,Dis Manibus sacrum Aemilia Romula nnum XXV pia in suis hic sita est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Aemilia Romula annorum XXV pia in suis hic sita est sit tibi terra levis,dis manibus sacrum aemilia romula annorum xxv pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Aemilia Romula annorum XXV pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD030506,0151,0200,-3.6067,37.1882,sarcophagus,Spain,Dis Manibus sacrum Annia Donata vixit annosVIII menses VII,sarcophagus,epitaph,Spain,Dis Manibus sacrum Annia Donata vixit annosVIII menses VII,dis manibus sacrum annia donata vixit annosviii menses vii,Dis Manibus sacrum Annia Donata vixit annosVIII menses VII,dis manibus sacrum
HD030512,0171,0230,-3.6067,37.1882,tabula,Spain,Dis Manibus sacrum  Manlia Anus pientissima vixit annos III menses I hic sit- est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Manlia Anus pientissima vixit annos III menses I hic sit est sit tibi terra levis,dis manibus sacrum manlia anus pientissima vixit annos iii menses i hic sit est sit tibi terra levis,Dis Manibus sacrum Manlia Anus pientissima vixit annos III menses I hic sit est sit tibi terra levis,dis manibus sacrum
HD030578,0131,0170,-3.6551,37.2309,stele,Spain,Dis Manibus sacrum Verecunda annorum XXX pia in suis hic sita est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Verecunda annorum XXX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum verecunda annorum xxx pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Verecunda annorum XXX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD030656,0151,0200,-4.392,37.0961,altar,Spain,Dis Manibus sacrum Faventinus servus Augustorum nnum LXXV pius in suis hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Faventinus servus Augustorum annorum LXXV pius in suis hic situs est sit tibi terra levis,dis manibus sacrum faventinus servus augustorum annorum lxxv pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Faventinus servus Augustorum annorum LXXV pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD030695,0201,0230,-4.9191,36.9836,altar,Spain,Dis Manibus sacrum Lucius Aurelius Thebais annorum LXXXXVI hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Lucius Aurelius Thebais annorum LXXXXVI hic situs est sit tibi terra levis,dis manibus sacrum lucius aurelius thebais annorum lxxxxvi hic situs est sit tibi terra levis,Dis Manibus sacrum Lucius Aurelius Thebais annorum LXXXXVI hic situs est sit tibi terra levis,dis manibus sacrum
HD030698,0201,0230,-4.919,36.984,altar,Spain,Dis Manibus sacrum Aurelia Agatho annorum LX pia in suis hic sita est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Aurelia Agatho annorum LX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum aurelia agatho annorum lx pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Aurelia Agatho annorum LX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD030719,0201,0230,-4.9191,36.9836,altar,Spain,Dis Manibus sacrum Cornelia Victorina fecit memoriam F filio suo Aurelio Caro vixit annos XXVI menses VI dies X sit terra levis,altar,epitaph,Spain,Dis Manibus sacrum Cornelia Victorina fecit memoriam F filio suo Aurelio Caro vixit annos XXVI menses VI dies X sit terra levis,dis manibus sacrum cornelia victorina fecit memoriam f filio suo aurelio caro vixit annos xxvi menses vi dies x sit terra levis,Dis Manibus sacrum Cornelia Victorina fecit memoriam F filio suo Aurelio Caro vixit annos XXVI menses VI dies X sit terra levis,dis manibus sacrum
HD030740,0171,0200,-5.0244,36.9346,tabula,Spain,Dis Manibus sacrum dius Luminatius ulensis nnorum -XXXV hic situs est s(it) tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum dius Luminatius ulensis annorum XXXV hic situs est sit tibi terra levis,dis manibus sacrum dius luminatius ulensis annorum xxxv hic situs est sit tibi terra levis,Dis Manibus sacrum dius Luminatius ulensis annorum XXXV hic situs est sit tibi terra levis,dis manibus sacrum
HD030743,0101,0200,-5.0244,36.9515,NA,Spain,Dis Manibus sacrum Calpurnia Rhodope nnorum XX pia in suis hic sita est sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Calpurnia Rhodope annorum XX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum calpurnia rhodope annorum xx pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Calpurnia Rhodope annorum XX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD030761,0171,0230,-5.0244,36.9346,altar,Spain,Dis Manibus sacrum Victor annorum LV pius in suis hic est situs sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Victor annorum LV pius in suis hic est situs sit tibi terra levis,dis manibus sacrum victor annorum lv pius in suis hic est situs sit tibi terra levis,Dis Manibus sacrum Victor annorum LV pius in suis hic est situs sit tibi terra levis,dis manibus sacrum
HD030827,0201,0230,-4.6585,37.2117,stele,Spain,Dis Manibus sacrum Marcus Iunius Marci filius Martialis Italicensis nnorum LXV-- pius in suis hic situs est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Marcus Iunius Marci filius Martialis Italicensis annorum LXV pius in suis hic situs est sit tibi terra levis,dis manibus sacrum marcus iunius marci filius martialis italicensis annorum lxv pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Marcus Iunius Marci filius Martialis Italicensis annorum LXV pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
